pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_ADIPOGENESIS	0.00019107342753822	0.000561278193393522	0.518848077743792	0.380557272600499	1.70552437670853	154	RAB34 ELOVL6 ABCB8 FAH LIPE AK2 TKT ADIPOR2 IMMT UBQLN1 PTCD3 YWHAG SLC5A6 MDH2 GRPEL1 ATP1B3 MTCH2 HADH ALDOA PLIN2 JAGN1 TOB1 CS DLAT PEX14 GBE1 ACO2 MCCC1 GPD2 COX8A ACLY STOM PREB SLC1A5 ACADM ECH1 NMT1 COQ3 ATL2 SLC19A1 SDHB LPCAT3 CPT2 ACOX1 AGPAT3 GADD45A GPHN PEMT DHRS7 CMPK1 IDH1 COQ9 PRDX3 COQ5 GPAT4 GPAM PIM3 GHITM DHCR7 RMDN3 ACAA2 ESYT1 SUCLG1 NDUFAB1 PPM1B APLP2 CMBL TALDO1 UQCR10 CYC1 G3BP2 SLC25A10 IDH3A SAMM50
HALLMARK_ALLOGRAFT_REJECTION	0.679948586118252	0.726308716989951	0.0431036828790402	0.202707828119459	0.902616471327759	146	CD2 ABCE1 HLA-A IRF4 PTPN6 EIF3D CSK HIF1A ICOSLG IL10 TRAF2 IRF8 NCK1 CD3E CD7 EIF5A GZMB HCLS1 CD28 IL4 CD3D CCND3 EIF3J NLRP3 NPM1 EIF4G3 EIF3A CD3G FASLG MTIF2 GALNT1 ITGB2 LCK CD8B UBE2N TAP2 AKT1 UBE2D1 ACVR2A APBB1 MAP3K7 IL2RA
HALLMARK_ANDROGEN_RESPONSE	0.000253787282000096	0.000701647191412029	0.49849310876659	0.43917780372066	1.76556228289116	77	XRCC6 ELL2 STK39 PA2G4 ACSL3 RRP12 SCD HMGCS1 XRCC5 ADRM1 FKBP5 SRF FADS1 UBE2I NCOA4 HMGCR SORD NGLY1 CCND3 PTK2B LMAN1 RAB4A INPP4B SEC24D PGM3 GSR AKT1 ARID5B ELOVL5 ACTN1 CAMKK2 HERC3 MAP7 VAPA MAF ZMIZ1 GPD1L
HALLMARK_APICAL_JUNCTION	0.41231593038822	0.496893557134521	0.0684714904492088	0.242679600666565	1.02765708080766	104	MPZL2 GTF2F1 GNAI1 DHX16 CAP1 MAP4K2 PIK3CB HADH STX4 MAPK13 TUBG1 PECAM1 SYMPK TIAL1 AMIGO2 PBX2 RAC2 ARPC2 CTNNA1 HRAS PFN1 MPZL1 SKAP2 EPB41L2 PTK2 NF2 ADAM15 ACTN1 SPEG CRB3 VCL SORBS3 IRS1 TRAF1 ACTG1 RSU1 CDK8 EXOC4 TSC1 ZYX B4GALT1 RASA1 MAPK14 ACTB
HALLMARK_APICAL_SURFACE	0.981029810298103	0.981029810298103	0.060640400949416	-0.164211918049425	-0.573821542591104	24	LYN GHRL MAL
HALLMARK_APOPTOSIS	0.870967741935484	0.889901823281907	0.0870515867946735	-0.165319700113589	-0.834764013960553	127	JUN BIRC3 DDIT3 CD44 PPP2R5B ISG20 ATF3 PRF1 CLU DPYD FDXR GSN GADD45B SMAD7 RNASEL ERBB3 BMF SPTAN1 CASP8 CREBBP CASP1 PSEN1 CDKN1A TGFBR3
HALLMARK_BILE_ACID_METABOLISM	0.145695364238411	0.253617856266863	0.213927855492356	-0.268868497395209	-1.20530708654022	70	HSD17B11 EPHX2 ABCA2 NR3C2 ATXN1 OPTN FDXR ABCA5 ABCA3 SLC22A18 PAOX PEX13 GSTK1 GNMT ACSL1 ABCD2 SULT1B1 MLYCD PECR
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.337295690936107	0.444887283596961	0.0843144320642653	0.282577838998501	1.08379791275003	60	GNAI1 FASN NFIL3 SCD HMGCS1 TRIB3 FDFT1 ATF5 HMGCR CHKA FDPS SREBF2 ECH1 ACAT2 TMEM97 CD9
HALLMARK_COAGULATION	0.234678624813154	0.355803076329621	0.105920292736253	0.310443624584226	1.1608884165883	52	DUSP6 LTA4H PLAT WDR1 ARF4 S100A13 RABIF FYN F12 DUSP14 PECAM1 RAC1 CPQ
HALLMARK_COMPLEMENT	0.541114058355438	0.620301481529404	0.0550211117163117	0.218888698029396	0.952371822068636	127	USP14 DUSP6 CD55 CBLB KIF2A LTA4H RNF4 PLAT S100A13 RABIF FYN STX4 HSPA5 GZMB CTSD CALM3 USP8 RHOG CPM CDK5R1 CPQ GPD2 XPNPEP1 LCK PRDM4 PFN1 PDP1 TIMP2 RAF1 PREP CALM1 PPP2CB GRB2 DUSP5 F5
HALLMARK_DNA_REPAIR	8.42497115317698e-07	4.3997071577702e-06	0.659444398037935	0.443543118461719	1.96565560346927	137	GTF2F1 GTF2H3 RAE1 NCBP2 RPA2 ADA SF3A3 SSRP1 POLR1C PNP IMPDH2 ALYREF NUDT21 NELFE TSG101 CLP1 ADRM1 POLR3C CSTF3 RFC4 HCLS1 POLR2J GTF2H1 POLR2C POLR2E NME4 TAF12 DDB1 TMED2 SDCBP NPR2 POLR1D ERCC3 POLB AAAS EIF1B POLD3 ZWINT POLA2 FEN1 NELFB GTF3C5 SNAPC5 POM121 RFC2 RFC3 POLR2G RFC5 SUPT5H APRT SEC61A1 NELFCD BRF2 SNAPC4 TAF6 RALA
