gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	y_coeff	y_coeff_err	y_pval	y_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	deltaEx_95_CI_lo	deltaEx_95_CI_hi	deltaEy	deltaEy_err	deltaEy_95_CI_lo	deltaEy_95_CI_hi	region
ARL13A	32.149919021822	4.69591392964174	0.79541015936751	3.39984896238429	0.815733661902063	0.959438037573929	3.88173243402379	3.45747201514787	0.265568556024281	0.624705307953491	0.531253816713988	3.37365180798037e-10	6.77715894169508e-10	0.0247406582525952	0.105811571053109	-0.182650021011499	0.23213133751669	0.120738482463643	0.108978558914956	-0.0928594930096713	0.334336457936957	NPX
ARMCX2	163.554830835522	13.3165566743754	-17.7260353689247	10.4968663034773	0.0959267747506238	0.382024173129677	2.39375743958991	10.6747746422152	0.823249640515324	0.935584902995667	0.362572014763147	4.28963442411866e-06	5.43992745404991e-06	-0.108379772571505	0.0647832886913178	-0.235355018406487	0.0185954732634782	0.0146358100666387	0.0652781312269011	-0.113309327138087	0.142580947271365	NPX
ARMCX3	552.985212291963	46.0479137206521	22.0653813153012	40.5438510139772	0.588086491386014	0.858492820222669	33.9200057538141	41.2310169710728	0.413607416141087	0.71670903407654	0.144248150090416	0.0161259168230208	0.0169471440686376	0.0399022990575943	0.0733933999790068	-0.103948764901259	0.183753363016448	0.0613398062006496	0.0747355494101816	-0.0851418706433062	0.207821483044606	NPX
ARMCX3-AS1	23.4893784070318	3.78164728139072	0.155360713380027	3.32167885212347	0.962834284027392	0.996425545100979	0.770902982449585	3.37797702238846	0.820174645610874	0.935576103284765	0.147317595522443	0.0147359163363913	0.0155222877418136	0.00661408363762908	0.14141596101383	-0.270561199949478	0.283789367224736	0.0328192159490609	0.143905733845146	-0.249236022387425	0.314874454285546	NPX
ARMCX4	348.744425220163	29.1053433587704	-39.2291909950203	21.6124758240021	0.0739816236484839	0.322958241696266	-18.9280944457547	21.9787794005835	0.392200271365778	0.698270287059071	0.396153738353986	8.45071378790643e-07	1.12181990049986e-06	-0.112486933576801	0.0626792768633389	-0.235338316228946	0.0103644490753428	-0.054274973524825	0.0631851684685127	-0.17811790372311	0.0695679566734599	NPX
ARMCX5	851.602828456331	74.9209576835469	-80.2471474322108	39.8399069385214	0.0480016929845272	0.236143970255642	-30.3824418017618	40.5151419519041	0.455938150886761	0.755101064510114	0.746488832465056	8.74126409000691e-19	5.66933413837591e-18	-0.0942307197096466	0.0475111092336296	-0.187352493807561	-0.00110894561173264	-0.0356767741798544	0.0476785853791302	-0.12912680152295	0.0577732531632408	NPX
ARMCX5-GPRASP2	342.97496230151	33.1284178140582	-46.5213157739309	12.5940908618462	0.000446115129697743	0.00482229211625656	-24.969015189975	12.8075444505999	0.0554163419661738	0.341800705158901	0.87493350761279	6.8511503157258e-29	3.11042224333952e-27	-0.13564055947919	0.0389874833706762	-0.212056026885715	-0.0592250920726646	-0.0728012768699562	0.037998834021132	-0.147278991551375	0.00167643781146253	NPX
ARMCX6	1233.20785892257	142.282097444462	-130.58992229466	99.4593201618726	0.193662888707979	0.549518446708891	-92.0638917724905	101.145027296786	0.365971247748186	0.68570871379825	0.557242088238199	5.58146515373079e-11	1.27979049484534e-10	-0.105894494062627	0.0815710607688302	-0.265773773169534	0.0539847850442806	-0.07465399373381	0.0824688535556064	-0.236292946702799	0.0869849592351787	NPX
ARR3	39.5560621692079	3.97005618336251	-6.17129601225018	3.11722186775851	0.0518426107296148	0.250388779481331	-2.84287489744205	3.17005475596884	0.373041792674824	0.686514097148636	0.338163964855013	1.30686036368019e-05	1.59923074153857e-05	-0.156013912250704	0.0803457432495567	-0.313491569019835	0.00146374451842762	-0.0718695123210486	0.0804647707230994	-0.229580462938323	0.0858414382962262	NPX
ARSD	309.121546615099	22.0930884320408	-22.0472217714778	20.4924184839621	0.285843415767061	0.655038946107763	-39.6060240442591	20.8397385339465	0.061670344131658	0.351171975748326	0.0753162327037635	0.100018461092522	0.101584745718132	-0.0713221773535242	0.0664881201572378	-0.20163889286171	0.058994538154662	-0.128124436740006	0.0680350655029248	-0.261473165125739	0.00522429164572666	NPX
ASMTL	562.318727092257	125.737990762002	556.375304201649	98.3076001485234	3.43035775088491e-07	9.16107305236323e-06	352.601761794313	99.973787115384	0.00076407362426713	0.0247778161012341	0.539453273191369	1.93574691270391e-10	3.99467771985262e-10	0.989430508705728	0.281979301567277	0.436751077633865	1.54210993977759	0.627049651391857	0.226424844948712	0.183256955292382	1.07084234749133	PAR1
ASMTL-AS1	73.0537823018518	28.5215216369638	116.741850898512	18.3511386795408	2.06512463886292e-08	6.6969041860269e-07	114.002061004887	18.6621667999375	5.73482020051855e-08	8.67869457011808e-06	0.739690578529431	2.07349245009954e-18	1.30745218381277e-17	1.59802610104628	0.672570307068318	0.279788299192376	2.91626390290018	1.56052236328902	0.660645067579987	0.265658030832241	2.85538669574579	PAR1
ATG4A	618.443775691224	61.8113709710177	-42.1139120351771	18.625262218639	0.0270037986901164	0.151354624756949	-15.2835453625626	18.9409363792957	0.422576122170054	0.721430468792695	0.92122259570867	1.47361559855365e-35	3.34510740871679e-33	-0.0680965896828811	0.030875812996384	-0.128613183155794	-0.00757999620996847	-0.0247129099900479	0.0307262088759286	-0.0849362793868679	0.0355104594067722	NPX
ATP11C	1133.32399991655	111.001052545382	-82.8368076210379	90.8538862312936	0.36516477659414	0.737155663450665	64.2498200694183	92.393742365494	0.489214939191364	0.755454361880542	0.284996299608881	0.000123610119391347	0.000144264766590416	-0.0730919027807914	0.080484862162447	-0.230842232619188	0.0846584270576046	0.0566914845835343	0.0817134306015167	-0.103466839395438	0.216849808562507	NPX
ATP6AP1	2455.53976458192	266.568123274695	85.6695678700381	197.973770819189	0.666599324382288	0.925492639968069	-362.662139866798	201.329170770168	0.0761491393069008	0.389425867406693	0.42362858945152	2.05486015355472e-07	2.9062508090774e-07	0.034888283670138	0.0807122312673052	-0.12330768961378	0.193084256954056	-0.14769141396028	0.08354270467541	-0.311435115124084	0.0160522872035235	NPX
ATP6AP2	3860.52230146133	302.395222260909	-80.1751773054679	113.108289995829	0.480885731637073	0.822553093789773	-79.5587363457563	115.025329556862	0.491539038716805	0.756470249415015	0.871759629414909	1.5715991919398e-28	6.48641848309698e-27	-0.0207679611836769	0.0293438279722634	-0.0782818640093132	0.0367459416419595	-0.0206082830594297	0.0298389729313779	-0.0790926700049305	0.037876103886071	NPX
ATP7A	762.206540608051	57.5506069389384	3.17539472728622	48.48284420508	0.947974744753691	0.996425545100979	50.6878354751366	49.304565852326	0.307620895751361	0.652391627065951	0.229476828689723	0.00101149060576815	0.0011173156569799	0.00416605546936535	0.063609316439395	-0.120508204751849	0.12884031569058	0.066501443866777	0.064881210822898	-0.0606657293461031	0.193668617079657	NPX
ATRX	6548.79010352922	849.289522153786	-670.064035998001	608.129446482676	0.274471790011765	0.640813490745952	-20.0155634218891	618.43645587323	0.974277367562848	0.998355559271712	0.443173357203781	7.14778605054483e-08	1.09810171427192e-07	-0.102318752839077	0.0938046106140486	-0.286175789642613	0.0815382839644581	-0.00305637577406893	0.0944360551500916	-0.188151043868249	0.182038292320111	NPX
AVPR2	87.8677024160892	13.051311691187	8.54262563563693	6.80872868196974	0.213962105103519	0.57140468068822	2.44533295810673	6.92412784717822	0.725076374268564	0.881372123590879	0.716869485677253	3.20346895932343e-17	1.68222525623801e-16	0.0972214522599457	0.0788225001608225	-0.0572706480552665	0.251713552575158	0.0278297132036876	0.0789100836116644	-0.126834050675175	0.18249347708255	NPX
BCAP31	3792.03048292226	395.1464779957	108.067198533826	294.351874003534	0.714674575682656	0.936659457297277	-368.799715057377	299.340758437644	0.222240618926703	0.604183811101911	0.454144395139898	3.87570235416754e-08	6.08847359443621e-08	0.0284985046983445	0.0776806002578352	-0.123755471807013	0.180752481203702	-0.0972565270026964	0.0795873381004193	-0.253247709679518	0.0587346556741255	NPX
BCOR	1532.80868796134	147.540175994343	-137.212970759347	103.058221098849	0.187565821717089	0.545531456220746	17.1097230653244	104.804924960639	0.870810632460537	0.960265361859402	0.474541989372337	1.19457569588086e-08	2.038862277932e-08	-0.089517349318944	0.0677847610921242	-0.222375481059507	0.0433407824216194	0.0111623343472045	0.0683828742157326	-0.122868099115631	0.14519276781004	NPX
BCORL1	421.049693200124	52.3136879764367	-10.88554705443	34.4503113366967	0.753001311295331	0.938085370354787	-46.6931972291654	35.0341996593368	0.187115813251667	0.567789582796599	0.525238010714698	5.03668202281657e-10	9.98538706706866e-10	-0.0258533546757772	0.0818830894647292	-0.186344210026647	0.134637500675092	-0.110897117331403	0.0843399057334261	-0.276203332568918	0.054409097906112	NPX
BEX2	1424.24935607772	161.586000451444	-210.427120961357	117.778864218519	0.0785214300008496	0.330080826114683	-137.956198911064	119.77506398574	0.253499213149826	0.623993612853196	0.506760332340458	1.66618313296732e-09	3.12581463788083e-09	-0.147745982866974	0.0843771467455113	-0.313125190488176	0.0176332247542285	-0.0968623916327303	0.084811954845269	-0.263093823129458	0.0693690398639969	NPX
BEX4	2037.23771206346	178.941406934796	-243.112856421674	115.775302386092	0.0395092672691717	0.206174797013838	-108.742549189019	117.73754436564	0.359008308640646	0.68570871379825	0.592281164511279	4.07304934700749e-12	1.01047235166197e-11	-0.119334555305985	0.0577881097201751	-0.232599250357528	-0.0060698602544416	-0.0533774475826275	0.0579825994278334	-0.167023342461181	0.0602684472959259	NPX
BEX5	392.068526130547	52.0536710538738	-25.7603038304853	37.6886109807159	0.496645656840818	0.82592354654114	-44.7797990329864	38.3273843036357	0.246806148535967	0.622499952418494	0.510417452596548	1.32019022280318e-09	2.49735983813602e-09	-0.0657035750477656	0.0965226026150614	-0.254887876173286	0.123480726077755	-0.114214215241741	0.0989259533097765	-0.308109083728903	0.0796806532454211	NPX
BRCC3	946.496915959119	72.6310148156479	-48.4352416232044	44.0293079955132	0.275239274659605	0.640813490745952	13.201122850827	44.7755479508288	0.769036263122216	0.918555369696984	0.62368356863146	3.14469420103008e-13	9.33131481874286e-13	-0.0511731637013558	0.0466836234865248	-0.142673065734944	0.0403267383322328	0.0139473490385859	0.047318702250287	-0.0787973073719765	0.106692005449148	NPX
BRWD3	2123.21619038368	283.312542296659	-23.8266815621186	239.549275270909	0.921066373750877	0.988567691921745	90.9269002369267	243.609326373512	0.71014159476887	0.880886021926413	0.241662155564519	0.000650884300954908	0.000727836139491449	-0.0112219762029099	0.112833715958017	-0.232376059480624	0.209932107074804	0.0428250785995068	0.114878210438996	-0.182336213860925	0.267986371059938	NPX
BTK	333.255623042365	35.8082299610006	-79.4461726286188	28.1866496670409	0.00633560179782947	0.049592469245079	-66.0103398291254	28.6643770069794	0.0243984442921439	0.291497202858772	0.515689609231061	9.40607194722037e-10	1.79426750589834e-09	-0.238394094909298	0.0883734573369972	-0.411606071289813	-0.0651821185287835	-0.198077197397308	0.08860727065123	-0.371747447873719	-0.0244069469208974	NPX
C1GALT1C1	384.808552950325	46.9434679284189	2.86873304357609	25.8817184031416	0.912074485490153	0.985483484958012	-6.36687822604432	26.3203801324292	0.809597161539866	0.935234541419214	0.714488171821755	4.20634225006946e-17	2.12186597947948e-16	0.00745496175067196	0.0672648362795484	-0.124384117357243	0.139294040858587	-0.016545573577379	0.0684284110300849	-0.150665259196345	0.117574112041588	NPX
CA5B	3498.60844047611	290.48210872368	658.557904801836	143.495264602968	2.00790382682778e-05	0.000350610898992235	-313.781439302447	145.927324172385	0.0351474085466427	0.321961124425192	0.788693155907834	2.24903689372837e-21	2.49039695061629e-20	0.188234241129372	0.0438917136044211	0.102206482464707	0.274261999794037	-0.0896874985129077	0.0423696135661665	-0.172731941102594	-0.00664305592322129	NPX
CASK	1797.14880343461	87.3596154224133	-46.1600021699075	81.6835793103225	0.573888083616777	0.848626925081541	-5.61592964721534	83.0680105755326	0.946300306259941	0.987712577039782	0.0377583808361116	0.226723124904669	0.228231260990509	-0.0256851308482019	0.0454689074508013	-0.114804189451773	0.0634339277553687	-0.00312491076781315	0.0462223601007831	-0.093720736565348	0.0874709150297217	NPX
CCDC120	476.159819668817	53.1647234407245	32.555832839213	34.0172483781122	0.3419882549859	0.735441209643256	-51.1333935194289	34.5937968424267	0.144064562956862	0.499497954963745	0.563912485644651	3.4518755149108e-11	8.03667427574104e-11	0.0683716506400236	0.0718475290118784	-0.0724495062232581	0.209192807503305	-0.107387039828337	0.0736343992406278	-0.251710462339967	0.0369363826832937	NPX
CCDC22	991.146965447816	85.745337354033	-11.2171496351905	63.8014869365271	0.860970925119331	0.969927543434681	-113.158190799643	64.8828398109678	0.0857386678509526	0.40547245004513	0.433686669029367	1.19981628747527e-07	1.76283687544911e-07	-0.0113173424590191	0.0643788142541678	-0.137499818397188	0.11486513347915	-0.114168932302099	0.0662032952458989	-0.243927390984061	0.0155895263798625	NPX
CD40LG	3155.31594076398	282.136772662055	-8.7748078415655	137.427209638975	0.94927931689762	0.996425545100979	33.0202757266413	139.756423506942	0.813943838181049	0.935234541419214	0.78379044665668	4.77421171310622e-21	4.81664915055605e-20	-0.00278096013403999	0.0435548933878614	-0.0881485511742483	0.0825866309061684	0.0104649665347446	0.0443022540584882	-0.0763674514198923	0.0972973844893815	NPX
CD99	3397.65084368605	850.787138487271	2846.99837804814	672.117363184184	7.10725083906708e-05	0.00104086834868918	2355.86010561899	683.508885193127	0.000984540054095167	0.0279363240349504	0.468023061618651	1.74995342484649e-08	2.9208781429423e-08	0.837931414682823	0.288369999798285	0.272726215078184	1.40313661428746	0.693379106330762	0.265735792882207	0.172536952281637	1.21422126037989	PAR1
CD99L2	806.130516231059	79.4779235119494	2.61504396526411	55.6053778424788	0.962630320983289	0.996425545100979	-3.24553633976935	56.5478172439953	0.954401735685013	0.991529491993125	0.463286535759915	2.30165611795048e-08	3.78605752735333e-08	0.00324394612610667	0.0689788743060365	-0.131954647513725	0.138442539765938	-0.00402606808007141	0.0701483462458954	-0.141516826722026	0.133464690561884	NPX
CDK16	1542.6973999941	165.35111173206	596.481698302932	116.673234194684	2.85940540230384e-06	5.64421762019976e-05	115.463929652579	118.650694959701	0.333983267401863	0.672968271961785	0.55251998502208	7.8057555519202e-11	1.72868927832769e-10	0.386648540605056	0.0862395343178199	0.217619053342129	0.555678027867983	0.0748454814618995	0.077328433312131	-0.0767182478298773	0.226409210753676	NPX
CDKL5	526.920327475189	30.0645846939166	-94.0483785768752	28.5317710982202	0.00156928769793419	0.0154881872796113	-46.4372076548741	29.0153478010741	0.114207044646859	0.460578514455921	0.213934945286691	0.00174595601568398	0.00190087297630821	-0.178486905273746	0.0550975248659297	-0.286478054010968	-0.0704957565365237	-0.0881294670816447	0.0552950226818918	-0.196507711538153	0.0202487773748632	NPX
CENPI	73.5347224252623	13.4855426477423	0.83593691568646	6.73565843057805	0.901602780517329	0.985483484958012	7.26484326212865	6.84981914931494	0.292685046518994	0.647163375075155	0.755169414857684	2.80014073062942e-19	2.01787919318374e-18	0.011367921005428	0.0916220603613672	-0.168211317302852	0.190947159313708	0.0987947329169881	0.0948964439131671	-0.0872022971528195	0.284791762986796	NPX
CETN2	629.195576496272	76.7533329274264	-53.4424140914511	37.2406433126595	0.155922922395414	0.499281016005605	-27.159605658843	37.8718241616611	0.475777142341257	0.755101064510114	0.785054269821757	3.93880783847306e-21	4.06413354242448e-20	-0.0849376824755343	0.0600877696319952	-0.202709710954245	0.0328343460031763	-0.0431656017197125	0.0604207465537268	-0.161590264965017	0.0752590615255921	NPX
CFP	916.860245313857	86.9135736705083	-47.4451968527613	70.4673665659306	0.503076739726924	0.829305298947964	-167.06072778435	71.6616974984705	0.0227576112615002	0.284367534370124	0.362578855336878	4.28826247109123e-06	5.43992745404991e-06	-0.0517474687066621	0.0770136437342436	-0.20269421042578	0.0991992730124553	-0.182209588253183	0.0800456657427218	-0.339099093108918	-0.0253200833974483	NPX
CH17-340M24.3	43.343786653033	3.78748348383612	0.453265030079398	3.51499064762437	0.897781962026718	0.985483484958012	-6.34159146240237	3.57456520337449	0.0805922023849953	0.393320275401495	0.131158397348826	0.0234907244847327	0.0244045512953516	0.0104574395796977	0.0811007542852252	-0.148500038819344	0.169414917978739	-0.146309124146601	0.0834551670515624	-0.309881251567663	0.0172630032744619	NPX
CHIC1	758.004157470661	142.68693246693	-37.151494608757	99.7490990880232	0.7107338240954	0.936659457297277	47.5844206269201	101.439717601805	0.640527742284483	0.854229429344667	0.470655524911401	1.50089799308854e-08	2.54256600321715e-08	-0.0490122570471456	0.131917419576152	-0.307570399416403	0.209545885322112	0.0627759361976348	0.134345467149679	-0.200541179415737	0.326093051811006	NPX
CHM	782.606370208633	67.079027105267	5.27282163098997	47.0961279848644	0.911190895284035	0.985483484958012	52.9247418672394	47.8943465815896	0.273098612961567	0.631262158507147	0.458575855983226	3.01443250451738e-08	4.85302254273366e-08	0.00673751432611557	0.0601813353676654	-0.111217902994509	0.12469293164674	0.067626259997258	0.0614724034023338	-0.0528596506713162	0.188112170665832	NPX
CHST7	208.78599695132	19.284398399914	-9.8286093439356	14.8341568548806	0.509881363793431	0.831295198185536	-29.8151028988607	15.0855766716458	0.0522285738509598	0.341800705158901	0.466377779789326	1.92533134222562e-08	3.20001120212976e-08	-0.0470750408909234	0.0711824983351745	-0.186592737627865	0.0924426558460186	-0.142802215350737	0.0734478056356152	-0.286759914396543	0.00115548369506904	NPX
CLIC2	127.956894178401	13.7209390752492	-9.36343488666849	9.85017779286795	0.345231440827875	0.735845418478193	-6.49767405379019	10.0171255958348	0.51877756654103	0.779884156323271	0.501236073885313	2.35955566598577e-09	4.26788156317744e-09	-0.0731764782725481	0.0773793246360416	-0.22483995455919	0.0784869980140934	-0.0507801794933453	0.0784743024155242	-0.204589812227773	0.103029453241082	NPX
CMC4	552.106376944493	57.9212224823832	18.7661618080069	38.7407165821555	0.629678906741814	0.893356948939948	3.9860087893072	39.3973217373878	0.919714014830616	0.979674139936241	0.544985510627157	1.32243965390181e-10	2.84543887616788e-10	0.0339901196430005	0.0702594834890337	-0.103718467995506	0.171698707281507	0.0072196391053602	0.0713622276213903	-0.132650327032565	0.147089605243285	NPX
CNKSR2	399.182702654549	38.8476974896295	-29.5396036675106	35.7042153153736	0.410980199884407	0.779234945741225	18.3968323477528	36.3093556924206	0.614050352106315	0.846867197832715	0.102504308637018	0.0510338443765322	0.0521832552859136	-0.0740002096059608	0.0897327424105352	-0.24987638473061	0.101875965518688	0.0460862462862608	0.0910697479605363	-0.13241045971639	0.224582952288912	NPX
COX7B	2351.98074876986	279.578853387312	-186.288523864753	193.743064315792	0.339746352420871	0.734499257138455	-171.726565405028	197.026759250822	0.386544616416171	0.691043231902628	0.547694418877645	1.09531699795638e-10	2.40228945445505e-10	-0.0792049526605124	0.0829107311842645	-0.241709985781671	0.083300080460646	-0.0730135931150136	0.0842189670519785	-0.238082768536891	0.0920555823068642	NPX
CSF2RA	175.788867129684	16.8722176301135	33.3094045432114	12.9413764736782	0.0122744630662318	0.0788784954240896	33.228467427016	13.1607161054168	0.0139497132529554	0.224494706158103	0.422870121300808	2.13897430873691e-07	3.01582091977192e-07	0.189485290434451	0.0758320292367569	0.0408545131304079	0.338116067738495	0.189024868124911	0.0770335198147782	0.0380391692879455	0.340010566961876	PAR1
